Grand Prix,Race,Circuit ,Year,Driver,Stop ,Lap Stop,Time,Duration,,,
Azerbaijan,8,Baku City Circuit,2022,Yuki Tsunoda,1,9,15:20:57,23.083,,,
Azerbaijan,8,Baku City Circuit,2022,Zhou Guanyu,1,9,15:21:08,23.001,,,
Azerbaijan,8,Baku City Circuit,2022,Kevin Magnussen,1,9,15:21:11,21.555,,,
Azerbaijan,8,Baku City Circuit,2022,Alex Albon,1,9,15:21:16,25.577,,,
Azerbaijan,8,Baku City Circuit,2022,Mick Schumacher,1,9,15:21:23,26.973,,,
Azerbaijan,8,Baku City Circuit,2022,Sergio Perez,1,16,15:33:43,23.379,,,
Azerbaijan,8,Baku City Circuit,2022,Nicholas Latifi,2,17,15:37:03,22.069,,,
Azerbaijan,8,Baku City Circuit,2022,Max Verstappen,1,18,15:37:17,21.468,,,
Azerbaijan,8,Baku City Circuit,2022,Fernando Alonso,1,18,15:37:59,20.571,,,
Azerbaijan,8,Baku City Circuit,2022,Lando Norris,1,20,15:41:42,21.443,,,
Azerbaijan,8,Baku City Circuit,2022,Mick Schumacher,2,23,15:47:51,22.231,,,
Azerbaijan,8,Baku City Circuit,2022,Alex Albon,2,29,15:58:39,21.54,,,
Azerbaijan,8,Baku City Circuit,2022,Lance Stroll,1,30,16:00:30,22.059,,,
Azerbaijan,8,Baku City Circuit,2022,Max Verstappen,2,33,16:04:40,20.722,,,
Azerbaijan,8,Baku City Circuit,2022,Sergio Perez,2,33,16:04:56,22.349,,,
Azerbaijan,8,Baku City Circuit,2022,George Russell,2,33,16:05:19,20.527,,,
Azerbaijan,8,Baku City Circuit,2022,Lewis Hamilton,2,33,16:05:49,20.831,,,
Azerbaijan,8,Baku City Circuit,2022,Daniel Ricciardo,1,33,16:06:02,21.794,,,
Azerbaijan,8,Baku City Circuit,2022,Esteban Ocon,1,33,16:06:22,22.638,,,
Azerbaijan,8,Baku City Circuit,2022,Valtteri Bottas,1,33,16:06:34,20.979,,,
Azerbaijan,8,Baku City Circuit,2022,Yuki Tsunoda,2,38,16:15:56,41.5,,,
Azerbaijan,4,Baku City Circuit,2023,Pierre Gasly,1,5,15:13:22,20.235,,,
Azerbaijan,4,Baku City Circuit,2023,Valtteri Bottas,1,6,15:15:14,20.967,,,
Azerbaijan,4,Baku City Circuit,2023,Alex Albon,1,7,15:16:57,21.103,,,
Azerbaijan,4,Baku City Circuit,2023,Yuki Tsunoda,1,8,15:18:43,20.497,,,
Azerbaijan,4,Baku City Circuit,2023,Oscar Piastri,1,8,15:18:44,20.902,,,
Azerbaijan,4,Baku City Circuit,2023,Logan Sargeant,1,8,15:18:50,21.015,,,
Azerbaijan,4,Baku City Circuit,2023,Lewis Hamilton,1,9,15:20:23,20.324,,,
Azerbaijan,4,Baku City Circuit,2023,Lando Norris,1,9,15:20:27,20.346,,,
Azerbaijan,4,Baku City Circuit,2023,Max Verstappen,1,10,15:22:00,20.707,,,
Azerbaijan,4,Baku City Circuit,2023,Kevin Magnussen,1,10,15:22:35,30.951,,,
Azerbaijan,4,Baku City Circuit,2023,Sergio Perez,1,11,15:24:20,20.389,,,
Azerbaijan,4,Baku City Circuit,2023,Charles Leclerc,1,11,15:24:25,21.126,,,
Azerbaijan,4,Baku City Circuit,2023,Carlos Sainz,1,11,15:24:33,21.97,,,
Azerbaijan,4,Baku City Circuit,2023,Fernando Alonso,1,11,15:24:35,23.148,,,
Azerbaijan,4,Baku City Circuit,2023,George Russell,1,11,15:24:42,20.459,,,
Azerbaijan,4,Baku City Circuit,2023,Lance Stroll,1,11,15:24:42,23.161,,,
Azerbaijan,4,Baku City Circuit,2023,Zhou Guanyu,1,11,15:25:01,22.247,,,
Azerbaijan,4,Baku City Circuit,2023,Valtteri Bottas,2,12,15:27:47,22.354,,,
Azerbaijan,4,Baku City Circuit,2023,Pierre Gasly,2,23,15:48:15,21.169,,,
Azerbaijan,4,Baku City Circuit,2023,Valtteri Bottas,3,34,16:08:14,21.012,,,
Azerbaijan,4,Baku City Circuit,2023,George Russell,2,49,16:34:10,21.389,,,
Azerbaijan,4,Baku City Circuit,2023,Nico Hulkenberg,1,49,16:34:47,24.748,,,
Azerbaijan,4,Baku City Circuit,2023,Esteban Ocon,1,50,16:36:20,20.367,,,
Azerbaijan,17,Baku City Circuit,2024,Lance Stroll,1,1,15:06:20,21.123,,,
Azerbaijan,17,Baku City Circuit,2024,Franco Colapinto,1,10,15:22:39,20.596,,,
Azerbaijan,17,Baku City Circuit,2024,Fernando Alonso,1,11,15:24:27,20.073,,,
Azerbaijan,17,Baku City Circuit,2024,Valtteri Bottas,1,11,15:25:01,20.045,,,
Azerbaijan,17,Baku City Circuit,2024,Max Verstappen,1,12,15:26:10,21.145,,,
Azerbaijan,17,Baku City Circuit,2024,George Russell,1,12,15:26:14,19.954,,,
Azerbaijan,17,Baku City Circuit,2024,Lewis Hamilton,1,12,15:26:34,21.289,,,
Azerbaijan,17,Baku City Circuit,2024,Yuki Tsunoda,1,12,15:26:54,20.922,,,
Azerbaijan,17,Baku City Circuit,2024,Sergio Perez,1,13,15:27:51,20.63,,,
Azerbaijan,17,Baku City Circuit,2024,Oliver Bearman,1,14,15:30:09,21.276,,,
Azerbaijan,17,Baku City Circuit,2024,Oscar Piastri,1,15,15:31:28,20.181,,,
Azerbaijan,17,Baku City Circuit,2024,Nico Hulkenberg,1,15,15:31:57,21.617,,,
Azerbaijan,17,Baku City Circuit,2024,Charles Leclerc,1,16,15:33:13,20.671,,,
Azerbaijan,17,Baku City Circuit,2024,Carlos Sainz,1,17,15:35:11,21.483,,,
Azerbaijan,17,Baku City Circuit,2024,Lance Stroll,2,22,15:45:17,20.214,,,
Azerbaijan,17,Baku City Circuit,2024,Alex Albon,1,31,16:00:54,20.287,,,
Azerbaijan,17,Baku City Circuit,2024,Zhou Guanyu,1,34,16:07:12,20.52,,,
Azerbaijan,17,Baku City Circuit,2024,Lando Norris,1,37,16:11:41,19.712,,,
Azerbaijan,17,Baku City Circuit,2024,Max Verstappen,2,49,16:33:13,20.725,,,
Azerbaijan,17,Baku City Circuit,2024,Daniel Ricciardo,1,49,16:34:12,21.984,,,
Azerbaijan,17,Baku City Circuit,2024,Esteban Ocon,1,49,16:34:42,20.634,,,
Azerbaijan,17,Baku City Circuit,2024,Pierre Gasly,1,50,16:36:20,20.257,,,
France,8,Circuit Paul Ricard,2018,Lance Stroll,1,1,16:15:46,26.576,,,
France,8,Circuit Paul Ricard,2018,Sergey Sirotkin,1,1,16:15:55,26.273,,,
France,8,Circuit Paul Ricard,2018,Sebastian Vettel,1,1,16:15:56,32.612,,,
France,8,Circuit Paul Ricard,2018,Fernando Alonso,1,1,16:15:56,25.789,,,
France,8,Circuit Paul Ricard,2018,Valtteri Bottas,1,1,16:16:38,27.955,,,
France,8,Circuit Paul Ricard,2018,Max Verstappen,1,25,16:57:59,24.395,,,
France,8,Circuit Paul Ricard,2018,Carlos Sainz,1,26,17:00:15,25.423,,,
France,8,Circuit Paul Ricard,2018,Daniel Ricciardo,1,28,17:02:52,24.309,,,
France,8,Circuit Paul Ricard,2018,Kevin Magnussen,1,28,17:03:31,25.419,,,
France,8,Circuit Paul Ricard,2018,Charles Leclerc,1,31,17:08:35,25.026,,,
France,8,Circuit Paul Ricard,2018,Lewis Hamilton,1,33,17:10:41,24.31,,,
France,8,Circuit Paul Ricard,2018,Kimi Raikkonen,1,34,17:12:38,24.289,,,
France,8,Circuit Paul Ricard,2018,Romain Grosjean,1,34,17:13:30,29.996,,,
France,8,Circuit Paul Ricard,2018,Marcus Ericsson,1,35,17:15:27,24.295,,,
France,8,Circuit Paul Ricard,2018,Nico Hulkenberg,1,37,17:18:16,25.016,,,
France,8,Circuit Paul Ricard,2018,Brendon Hartley,1,38,17:20:21,24.297,,,
France,8,Circuit Paul Ricard,2018,Valtteri Bottas,2,39,17:21:22,30.666,,,
France,8,Circuit Paul Ricard,2018,Sebastian Vettel,2,40,17:22:38,31.029,,,
France,8,Circuit Paul Ricard,2018,Stoffel Vandoorne,1,40,17:23:26,24.399,,,
France,8,Circuit Paul Ricard,2018,Fernando Alonso,2,46,17:33:42,24.788,,,
France,8,Circuit Paul Ricard,2019,Antonio Giovinazzi,1,7,15:25:01,30.842,,,
France,8,Circuit Paul Ricard,2019,Daniel Ricciardo,1,16,15:39:36,31.031,,,
France,8,Circuit Paul Ricard,2019,Kevin Magnussen,1,16,15:39:52,30.832,,,
France,8,Circuit Paul Ricard,2019,Pierre Gasly,1,17,15:41:13,30.228,,,
France,8,Circuit Paul Ricard,2019,Lando Norris,1,18,15:42:44,30.576,,,
France,8,Circuit Paul Ricard,2019,Sergio Perez,1,18,15:42:54,37.286,,,
France,8,Circuit Paul Ricard,2019,Carlos Sainz,1,19,15:44:20,29.92,,,
France,8,Circuit Paul Ricard,2019,Max Verstappen,1,20,15:45:33,30.118,,,
France,8,Circuit Paul Ricard,2019,Charles Leclerc,1,21,15:47:03,30.203,,,
France,8,Circuit Paul Ricard,2019,Valtteri Bottas,1,23,15:50:09,30.412,,,
France,8,Circuit Paul Ricard,2019,Lewis Hamilton,1,24,15:51:35,30.186,,,
France,8,Circuit Paul Ricard,2019,Robert Kubica,1,24,15:53:31,29.792,,,
France,8,Circuit Paul Ricard,2019,Sebastian Vettel,1,25,15:53:36,30.044,,,
France,8,Circuit Paul Ricard,2019,Alex Albon,1,25,15:54:23,30.279,,,
France,8,Circuit Paul Ricard,2019,George Russell,1,25,15:55:03,31.95,,,
France,8,Circuit Paul Ricard,2019,Kimi Raikkonen,1,31,16:03:51,29.975,,,
France,8,Circuit Paul Ricard,2019,Romain Grosjean,1,31,16:04:18,30.837,,,
France,8,Circuit Paul Ricard,2019,Daniil Kvyat,1,32,16:05:49,30.233,,,
France,8,Circuit Paul Ricard,2019,George Russell,2,33,16:08:33,37.494,,,
France,8,Circuit Paul Ricard,2019,Nico Hulkenberg,1,34,16:08:41,30.884,,,
France,8,Circuit Paul Ricard,2019,Antonio Giovinazzi,2,34,16:09:23,31.697,,,
France,8,Circuit Paul Ricard,2019,Lance Stroll,1,39,16:16:51,30.849,,,
France,8,Circuit Paul Ricard,2019,Sebastian Vettel,2,51,16:35:13,30.468,,,
France,7,Circuit Paul Ricard,2021,Charles Leclerc,1,14,15:26:59,30.798,,,
France,7,Circuit Paul Ricard,2021,Yuki Tsunoda,1,15,15:28:52,30.226,,,
France,7,Circuit Paul Ricard,2021,Mick Schumacher,1,15,15:29:09,31.457,,,
France,7,Circuit Paul Ricard,2021,Daniel Ricciardo,1,16,15:30:21,29.951,,,
France,7,Circuit Paul Ricard,2021,Valtteri Bottas,1,17,15:31:34,30.572,,,
France,7,Circuit Paul Ricard,2021,Carlos Sainz,1,17,15:32:00,30.534,,,
France,7,Circuit Paul Ricard,2021,Pierre Gasly,1,17,15:32:01,30.781,,,
France,7,Circuit Paul Ricard,2021,George Russell,1,17,15:32:17,30.092,,,
France,7,Circuit Paul Ricard,2021,Max Verstappen,1,18,15:33:10,29.803,,,
France,7,Circuit Paul Ricard,2021,Fernando Alonso,1,18,15:33:49,31.288,,,
France,7,Circuit Paul Ricard,2021,Nicholas Latifi,1,18,15:34:01,29.775,,,
France,7,Circuit Paul Ricard,2021,Lewis Hamilton,1,19,15:34:46,30.263,,,
France,7,Circuit Paul Ricard,2021,Sergio Perez,1,24,15:43:14,29.682,,,
France,7,Circuit Paul Ricard,2021,Lando Norris,1,24,15:43:44,30.531,,,
France,7,Circuit Paul Ricard,2021,Esteban Ocon,1,28,15:50:47,30.207,,,
France,7,Circuit Paul Ricard,2021,Antonio Giovinazzi,1,28,15:50:48,30.586,,,
France,7,Circuit Paul Ricard,2021,Nikita Mazepin,1,31,15:56:17,30.983,,,
France,7,Circuit Paul Ricard,2021,Max Verstappen,2,32,15:56:20,30.123,,,
France,7,Circuit Paul Ricard,2021,Kimi Raikkonen,1,33,15:59:18,31.327,,,
France,7,Circuit Paul Ricard,2021,Lance Stroll,1,34,16:00:37,30.996,,,
France,7,Circuit Paul Ricard,2021,Sebastian Vettel,1,37,16:05:29,31.069,,,
France,7,Circuit Paul Ricard,2021,Charles Leclerc,2,38,16:07:29,31.368,,,
France,12,Circuit Paul Ricard,2022,Kevin Magnussen,1,8,15:17:07,36.779,,,
France,12,Circuit Paul Ricard,2022,Mick Schumacher,1,9,15:18:50,36.704,,,
France,12,Circuit Paul Ricard,2022,Zhou Guanyu,1,9,15:18:55,36.444,,,
France,12,Circuit Paul Ricard,2022,Yuki Tsunoda,1,11,15:22:23,37.648,,,
France,12,Circuit Paul Ricard,2022,Max Verstappen,1,16,15:29:58,35.266,,,
France,12,Circuit Paul Ricard,2022,Lewis Hamilton,1,18,15:33:29,37.189,,,
France,12,Circuit Paul Ricard,2022,Sergio Perez,1,18,15:33:34,38.061,,,
France,12,Circuit Paul Ricard,2022,George Russell,1,18,15:33:35,38.277,,,
France,12,Circuit Paul Ricard,2022,Fernando Alonso,1,18,15:33:47,36.524,,,
France,12,Circuit Paul Ricard,2022,Lando Norris,1,18,15:33:55,37.539,,,
France,12,Circuit Paul Ricard,2022,Esteban Ocon,1,18,15:34:00,44.747,,,
France,12,Circuit Paul Ricard,2022,Carlos Sainz,1,18,15:34:02,41.458,,,
France,12,Circuit Paul Ricard,2022,Daniel Ricciardo,1,18,15:34:05,36.264,,,
France,12,Circuit Paul Ricard,2022,Lance Stroll,1,18,15:34:07,39.844,,,
France,12,Circuit Paul Ricard,2022,Alex Albon,1,18,15:34:13,37.38,,,
France,12,Circuit Paul Ricard,2022,Pierre Gasly,1,18,15:34:17,35.969,,,
France,12,Circuit Paul Ricard,2022,Valtteri Bottas,1,18,15:34:25,37.855,,,
France,12,Circuit Paul Ricard,2022,Kevin Magnussen,2,18,15:34:37,36.403,,,
France,12,Circuit Paul Ricard,2022,Mick Schumacher,2,18,15:34:48,37.003,,,
France,12,Circuit Paul Ricard,2022,Sebastian Vettel,1,19,15:36:34,36.671,,,
France,12,Circuit Paul Ricard,2022,Nicholas Latifi,1,19,15:36:38,37.497,,,
France,12,Circuit Paul Ricard,2022,Zhou Guanyu,2,22,15:42:44,50.79,,,
France,12,Circuit Paul Ricard,2022,Valtteri Bottas,2,36,16:05:53,36.52,,,
France,12,Circuit Paul Ricard,2022,Nicholas Latifi,2,38,16:09:37,36.942,,,
France,12,Circuit Paul Ricard,2022,Carlos Sainz,2,42,16:15:12,42.292,,,
Styria,2,Red Bull Ring,2020,Charles Leclerc,1,1,15:14:20,39.715,,,
Styria,2,Red Bull Ring,2020,Max Verstappen,1,24,15:42:09,20.937,,,
Styria,2,Red Bull Ring,2020,Pierre Gasly,1,24,15:42:46,21.95,,,
Styria,2,Red Bull Ring,2020,Lewis Hamilton,1,27,15:45:28,21.729,,,
Styria,2,Red Bull Ring,2020,Kevin Magnussen,1,31,15:51:02,21.977,,,
Styria,2,Red Bull Ring,2020,Carlos Sainz,1,32,15:51:49,25.983,,,
Styria,2,Red Bull Ring,2020,Nicholas Latifi,1,32,15:52:24,22.745,,,
Styria,2,Red Bull Ring,2020,Lance Stroll,1,33,15:53:01,22.118,,,
Styria,2,Red Bull Ring,2020,Valtteri Bottas,1,34,15:53:38,21.376,,,
Styria,2,Red Bull Ring,2020,George Russell,1,34,15:54:49,21.697,,,
Styria,2,Red Bull Ring,2020,Alex Albon,1,35,15:55:11,21.505,,,
Styria,2,Red Bull Ring,2020,Daniil Kvyat,1,36,15:56:45,22.197,,,
Styria,2,Red Bull Ring,2020,Daniel Ricciardo,1,37,15:57:33,21.603,,,
Styria,2,Red Bull Ring,2020,Romain Grosjean,1,37,15:58:03,22.444,,,
Styria,2,Red Bull Ring,2020,Sergio Perez,1,38,15:58:45,22.761,,,
Styria,2,Red Bull Ring,2020,Lando Norris,1,39,16:00:02,22.406,,,
Styria,2,Red Bull Ring,2020,Antonio Giovinazzi,1,39,16:00:18,21.667,,,
Styria,2,Red Bull Ring,2020,Kimi Raikkonen,1,44,16:06:06,21.459,,,
Styria,2,Red Bull Ring,2020,Pierre Gasly,2,49,16:12:15,22.28,,,
Styria,2,Red Bull Ring,2020,Carlos Sainz,2,66,16:31:07,21.873,,,
Styria,2,Red Bull Ring,2020,Max Verstappen,2,68,16:32:33,21.091,,,
Styria,8,Red Bull Ring,2021,Charles Leclerc,1,1,15:04:22,28.386,,,
Styria,8,Red Bull Ring,2021,Nicholas Latifi,1,1,15:04:58,26.419,,,
Styria,8,Red Bull Ring,2021,Nikita Mazepin,1,21,15:28:40,22.759,,,
Styria,8,Red Bull Ring,2021,Antonio Giovinazzi,1,23,15:30:50,21.21,,,
Styria,8,Red Bull Ring,2021,George Russell,1,25,15:33:03,37.309,,,
Styria,8,Red Bull Ring,2021,Sergio Perez,1,26,15:33:46,23.477,,,
Styria,8,Red Bull Ring,2021,Nicholas Latifi,2,25,15:34:10,21.953,,,
Styria,8,Red Bull Ring,2021,Yuki Tsunoda,1,26,15:34:15,21.234,,,
Styria,8,Red Bull Ring,2021,George Russell,2,26,15:34:49,46.315,,,
Styria,8,Red Bull Ring,2021,Valtteri Bottas,1,27,15:34:56,21.752,,,
Styria,8,Red Bull Ring,2021,Fernando Alonso,1,27,15:35:25,21.131,,,
Styria,8,Red Bull Ring,2021,Sebastian Vettel,1,27,15:35:28,21.546,,,
Styria,8,Red Bull Ring,2021,Lewis Hamilton,1,28,15:35:48,21.219,,,
Styria,8,Red Bull Ring,2021,Lance Stroll,1,28,15:36:35,20.936,,,
Styria,8,Red Bull Ring,2021,Max Verstappen,1,29,15:36:53,20.936,,,
Styria,8,Red Bull Ring,2021,Lando Norris,1,31,15:39:53,21.692,,,
Styria,8,Red Bull Ring,2021,Mick Schumacher,1,33,15:43:09,22.4,,,
Styria,8,Red Bull Ring,2021,Kimi Raikkonen,1,36,15:46:10,21.227,,,
Styria,8,Red Bull Ring,2021,Esteban Ocon,1,36,15:46:14,21.238,,,
Styria,8,Red Bull Ring,2021,Charles Leclerc,2,37,15:47:22,21.924,,,
Styria,8,Red Bull Ring,2021,Carlos Sainz,1,41,15:51:48,21.226,,,
Styria,8,Red Bull Ring,2021,Daniel Ricciardo,1,41,15:52:04,21.41,,,
Styria,8,Red Bull Ring,2021,Sergio Perez,2,54,16:06:26,20.961,,,
Styria,8,Red Bull Ring,2021,Lewis Hamilton,2,69,16:23:22,21.64,,,
70th Anniversary,5,Silverstone Circuit,2020,Alex Albon,1,6,14:22:39,28.417,,,
70th Anniversary,5,Silverstone Circuit,2020,Pierre Gasly,1,7,14:24:09,28.356,,,
70th Anniversary,5,Silverstone Circuit,2020,Antonio Giovinazzi,1,7,14:24:23,27.892,,,
70th Anniversary,5,Silverstone Circuit,2020,George Russell,1,8,14:25:59,28.391,,,
70th Anniversary,5,Silverstone Circuit,2020,Kevin Magnussen,1,9,14:27:31,28.934,,,
70th Anniversary,5,Silverstone Circuit,2020,Nicholas Latifi,1,9,14:27:35,28.696,,,
70th Anniversary,5,Silverstone Circuit,2020,Lando Norris,1,12,14:31:56,27.949,,,
70th Anniversary,5,Silverstone Circuit,2020,Valtteri Bottas,1,13,14:33:10,28.408,,,
70th Anniversary,5,Silverstone Circuit,2020,Lewis Hamilton,1,14,14:34:45,28.406,,,
70th Anniversary,5,Silverstone Circuit,2020,Daniel Ricciardo,1,14,14:34:58,28.587,,,
70th Anniversary,5,Silverstone Circuit,2020,Nico Hulkenberg,1,15,14:36:26,28.981,,,
70th Anniversary,5,Silverstone Circuit,2020,Romain Grosjean,1,17,14:40:00,29.377,,,
70th Anniversary,5,Silverstone Circuit,2020,Lance Stroll,1,18,14:41:04,28.235,,,
70th Anniversary,5,Silverstone Circuit,2020,Charles Leclerc,1,18,14:41:13,29.419,,,
70th Anniversary,5,Silverstone Circuit,2020,Daniil Kvyat,1,19,14:43:00,28.036,,,
70th Anniversary,5,Silverstone Circuit,2020,Kevin Magnussen,2,20,14:45:03,29.389,,,
70th Anniversary,5,Silverstone Circuit,2020,Carlos Sainz,1,22,14:47:30,35.864,,,
70th Anniversary,5,Silverstone Circuit,2020,Esteban Ocon,1,22,14:47:36,28.093,,,
70th Anniversary,5,Silverstone Circuit,2020,Sebastian Vettel,1,22,14:47:40,28.167,,,
70th Anniversary,5,Silverstone Circuit,2020,Pierre Gasly,2,23,14:49:25,28.306,,,
70th Anniversary,5,Silverstone Circuit,2020,George Russell,2,24,14:51:11,28.331,,,
70th Anniversary,5,Silverstone Circuit,2020,Max Verstappen,1,26,14:53:04,29.115,,,
70th Anniversary,5,Silverstone Circuit,2020,Daniel Ricciardo,2,26,14:53:46,28.167,,,
70th Anniversary,5,Silverstone Circuit,2020,Kimi Raikkonen,1,26,14:54:13,29.296,,,
70th Anniversary,5,Silverstone Circuit,2020,Nicholas Latifi,2,26,14:54:19,28.086,,,
70th Anniversary,5,Silverstone Circuit,2020,Lando Norris,2,29,14:58:32,28.874,,,
70th Anniversary,5,Silverstone Circuit,2020,Nico Hulkenberg,2,30,14:59:44,28.386,,,
70th Anniversary,5,Silverstone Circuit,2020,Alex Albon,2,30,15:00:01,27.858,,,
70th Anniversary,5,Silverstone Circuit,2020,Lance Stroll,2,31,15:01:17,27.974,,,
70th Anniversary,5,Silverstone Circuit,2020,Max Verstappen,2,32,15:02:28,28.986,,,
70th Anniversary,5,Silverstone Circuit,2020,Valtteri Bottas,2,32,15:02:31,28.188,,,
70th Anniversary,5,Silverstone Circuit,2020,Sebastian Vettel,2,33,15:04:55,28.352,,,
70th Anniversary,5,Silverstone Circuit,2020,Antonio Giovinazzi,2,33,15:05:16,27.693,,,
70th Anniversary,5,Silverstone Circuit,2020,Carlos Sainz,2,34,15:06:26,28.772,,,
70th Anniversary,5,Silverstone Circuit,2020,Daniil Kvyat,2,35,15:07:54,28.365,,,
70th Anniversary,5,Silverstone Circuit,2020,Daniel Ricciardo,3,35,15:08:07,28.057,,,
70th Anniversary,5,Silverstone Circuit,2020,Romain Grosjean,2,38,15:12:59,29.803,,,
70th Anniversary,5,Silverstone Circuit,2020,George Russell,3,39,15:14:39,28.692,,,
70th Anniversary,5,Silverstone Circuit,2020,Lewis Hamilton,2,41,15:16:16,29.402,,,
70th Anniversary,5,Silverstone Circuit,2020,Nico Hulkenberg,3,44,15:21:21,28.736,,,
70th Anniversary,5,Silverstone Circuit,2020,Nicholas Latifi,3,46,15:25:31,29.049,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Kimi Raikkonen,1,1,15:15:33,30.623,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Sebastian Vettel,1,1,15:15:41,33.583,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Valtteri Bottas,1,7,15:28:34,17.56,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Lewis Hamilton,1,7,15:28:37,17.536,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Charles Leclerc,1,7,15:28:38,17.516,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Alex Albon,1,7,15:28:39,17.591,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Lance Stroll,1,7,15:28:41,17.625,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Daniel Ricciardo,1,7,15:28:42,17.464,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Sergio Perez,1,7,15:28:44,17.531,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Lando Norris,1,7,15:28:45,17.845,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Daniil Kvyat,1,7,15:28:47,17.522,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Esteban Ocon,1,7,15:28:49,17.455,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,George Russell,1,7,15:28:49,18.399,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Kimi Raikkonen,2,7,15:28:51,17.594,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Sebastian Vettel,2,7,15:28:52,17.516,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Romain Grosjean,1,7,15:28:53,24.781,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Valtteri Bottas,2,8,15:31:11,23:56.4,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Lewis Hamilton,2,8,15:31:13,23:56.7,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Charles Leclerc,2,8,15:31:15,23:56.9,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Alex Albon,2,8,15:31:16,23:58.7,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Lance Stroll,2,8,15:31:17,23:59.6,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Daniel Ricciardo,2,8,15:31:19,24:01.0,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Sergio Perez,2,8,15:31:21,24:01.5,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Lando Norris,2,8,15:31:22,24:05.6,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Daniil Kvyat,2,8,15:31:24,24:06.0,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,George Russell,2,8,15:31:28,24:07.2,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Kimi Raikkonen,3,8,15:31:30,24:10.2,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Sebastian Vettel,3,8,15:31:32,24:09.5,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Romain Grosjean,2,8,15:31:34,24:10.7,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Charles Leclerc,3,21,16:15:31,23.469,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Daniel Ricciardo,3,27,16:23:46,22.777,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Kimi Raikkonen,4,27,16:24:17,33.281,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Sergio Perez,3,28,16:25:26,23.088,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Sebastian Vettel,4,28,16:25:43,22.995,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Romain Grosjean,3,28,16:25:52,23.72,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Lando Norris,3,29,16:26:50,24.137,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Daniil Kvyat,3,29,16:26:55,23.113,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,George Russell,3,29,16:27:04,23.638,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Lance Stroll,3,30,16:27:59,22.846,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Valtteri Bottas,3,31,16:29:09,23.111,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Lewis Hamilton,3,32,16:30:24,22.445,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Alex Albon,3,32,16:30:50,22.387,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Charles Leclerc,4,37,16:38:26,23.367,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Kimi Raikkonen,5,42,16:45:58,28.96,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Valtteri Bottas,4,43,16:46:01,23.199,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Romain Grosjean,4,42,16:46:13,24.002,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Daniel Ricciardo,4,43,16:46:24,22.963,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Alex Albon,4,43,16:46:29,22.822,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Sergio Perez,4,43,16:46:45,23.002,,,
Tuscany,9,Autodromo Internazionale del Mugello,2020,Lando Norris,4,43,16:46:51,24.82,,,
